년도,월,일,날짜,행정구역,승차,하차,환승
2024,4,15,2024-04-15,한솔동,3277,3169,399
2024,4,16,2024-04-16,가람동,41,54,5
2024,4,16,2024-04-16,고운동,2587,2172,235
2024,4,16,2024-04-16,금남면,909,807,117
2024,4,16,2024-04-16,나성동,2046,1736,214
2024,4,16,2024-04-16,다정동,647,616,36
2024,4,16,2024-04-16,대평동,1991,1871,1296
2024,4,16,2024-04-16,도담동,5614,4764,1556
2024,4,16,2024-04-16,반곡동,2245,2118,191
2024,4,16,2024-04-16,보람동,573,511,77
2024,4,16,2024-04-16,부강면,265,171,9
2024,4,16,2024-04-16,소정면,101,79,8
2024,4,16,2024-04-16,아름동,2791,2404,202
2024,4,16,2024-04-16,어진동,4927,4945,1073
2024,4,16,2024-04-16,연기면,2070,1729,231
2024,4,16,2024-04-16,연동면,130,107,6
2024,4,16,2024-04-16,연서면,515,486,50
2024,4,16,2024-04-16,장군면,815,523,68
2024,4,16,2024-04-16,전동면,250,198,8
2024,4,16,2024-04-16,전의면,374,253,34
2024,4,16,2024-04-16,조치원읍,6304,5021,456
2024,4,16,2024-04-16,종촌동,2069,1811,121
2024,4,16,2024-04-16,한솔동,3452,3276,491
2024,4,17,2024-04-17,가람동,54,62,8
2024,4,17,2024-04-17,고운동,2603,2162,226
2024,4,17,2024-04-17,금남면,986,807,137
2024,4,17,2024-04-17,나성동,2014,1640,229
2024,4,17,2024-04-17,다정동,584,576,42
2024,4,17,2024-04-17,대평동,2156,1855,1420
2024,4,17,2024-04-17,도담동,5458,4737,1482
2024,4,17,2024-04-17,반곡동,2151,2047,160
2024,4,17,2024-04-17,보람동,546,464,97
2024,4,17,2024-04-17,부강면,296,208,17
2024,4,17,2024-04-17,소정면,57,25,0
2024,4,17,2024-04-17,아름동,2831,2430,199
2024,4,17,2024-04-17,어진동,4720,4573,1075
2024,4,17,2024-04-17,연기면,1977,1697,211
2024,4,17,2024-04-17,연동면,175,121,11
2024,4,17,2024-04-17,연서면,552,444,67
2024,4,17,2024-04-17,장군면,843,547,45
2024,4,17,2024-04-17,전동면,240,185,9
2024,4,17,2024-04-17,전의면,401,293,34
2024,4,17,2024-04-17,조치원읍,6158,5053,438
2024,4,17,2024-04-17,종촌동,2111,1837,120
2024,4,17,2024-04-17,한솔동,3414,3424,434
2024,4,18,2024-04-18,가람동,60,58,5
2024,4,18,2024-04-18,고운동,2532,2112,231
2024,4,18,2024-04-18,금남면,1011,769,130
2024,4,18,2024-04-18,나성동,2041,1725,280
2024,4,18,2024-04-18,다정동,665,538,32
2024,4,18,2024-04-18,대평동,2058,1946,1318
2024,4,18,2024-04-18,도담동,5519,4735,1589
2024,4,18,2024-04-18,반곡동,2255,2070,171
2024,4,18,2024-04-18,보람동,605,471,77
2024,4,18,2024-04-18,부강면,293,186,11
2024,4,18,2024-04-18,소정면,62,41,0
2024,4,18,2024-04-18,아름동,2724,2397,184
2024,4,18,2024-04-18,어진동,4923,4648,1070
2024,4,18,2024-04-18,연기면,2004,1659,213
2024,4,18,2024-04-18,연동면,145,108,9
2024,4,18,2024-04-18,연서면,563,463,62
2024,4,18,2024-04-18,장군면,877,559,49
2024,4,18,2024-04-18,전동면,281,217,19
2024,4,18,2024-04-18,전의면,379,278,24
2024,4,18,2024-04-18,조치원읍,6238,5158,439
2024,4,18,2024-04-18,종촌동,1972,1893,124
2024,4,18,2024-04-18,한솔동,3424,3406,461
2024,4,19,2024-04-19,가람동,46,66,12
2024,4,19,2024-04-19,고운동,2652,2244,231
2024,4,19,2024-04-19,금남면,982,794,116
2024,4,19,2024-04-19,나성동,2341,1846,281
2024,4,19,2024-04-19,다정동,617,577,26
2024,4,19,2024-04-19,대평동,2305,2143,1413
2024,4,19,2024-04-19,도담동,5810,5075,1753
2024,4,19,2024-04-19,반곡동,2377,2046,178
2024,4,19,2024-04-19,보람동,640,511,82
2024,4,19,2024-04-19,부강면,311,192,11
2024,4,19,2024-04-19,소정면,87,56,0
2024,4,19,2024-04-19,아름동,2806,2620,249
2024,4,19,2024-04-19,어진동,4888,4564,1177
2024,4,19,2024-04-19,연기면,2236,1833,248
2024,4,19,2024-04-19,연동면,172,146,12
2024,4,19,2024-04-19,연서면,607,472,63
2024,4,19,2024-04-19,장군면,973,473,72
2024,4,19,2024-04-19,전동면,311,233,8
2024,4,19,2024-04-19,전의면,461,338,47
2024,4,19,2024-04-19,조치원읍,7192,6054,557
2024,4,19,2024-04-19,종촌동,2185,1966,158
2024,4,19,2024-04-19,한솔동,3544,3440,499
2024,4,20,2024-04-20,가람동,52,58,8
2024,4,20,2024-04-20,고운동,1550,1304,132
2024,4,20,2024-04-20,금남면,696,487,64
2024,4,20,2024-04-20,나성동,1404,1082,168
2024,4,20,2024-04-20,다정동,347,389,27
2024,4,20,2024-04-20,대평동,1403,1307,772
2024,4,20,2024-04-20,도담동,3491,3026,998
2024,4,20,2024-04-20,반곡동,1087,957,103
2024,4,20,2024-04-20,보람동,372,310,43
2024,4,20,2024-04-20,부강면,162,121,4
2024,4,20,2024-04-20,소정면,80,42,0
2024,4,20,2024-04-20,아름동,1987,1472,141
2024,4,20,2024-04-20,어진동,1976,2043,645
2024,4,20,2024-04-20,연기면,1217,1007,130
2024,4,20,2024-04-20,연동면,113,62,5
2024,4,20,2024-04-20,연서면,423,334,42
2024,4,20,2024-04-20,장군면,599,289,17
2024,4,20,2024-04-20,전동면,226,164,14
2024,4,20,2024-04-20,전의면,345,235,25
2024,4,20,2024-04-20,조치원읍,4550,3904,307
2024,4,20,2024-04-20,종촌동,1272,1158,82
2024,4,20,2024-04-20,한솔동,2342,2166,369
2024,4,21,2024-04-21,가람동,50,65,8
2024,4,21,2024-04-21,고운동,1151,1021,116
2024,4,21,2024-04-21,금남면,446,402,45
2024,4,21,2024-04-21,나성동,964,826,129
2024,4,21,2024-04-21,다정동,314,333,19
2024,4,21,2024-04-21,대평동,1330,1022,643
2024,4,21,2024-04-21,도담동,2539,2367,728
2024,4,21,2024-04-21,반곡동,883,836,87
2024,4,21,2024-04-21,보람동,321,250,35
2024,4,21,2024-04-21,부강면,138,133,8
2024,4,21,2024-04-21,소정면,37,35,0
2024,4,21,2024-04-21,아름동,1417,1142,97
2024,4,21,2024-04-21,어진동,1773,1673,508
2024,4,21,2024-04-21,연기면,960,947,113
2024,4,21,2024-04-21,연동면,62,65,3
2024,4,21,2024-04-21,연서면,301,271,20
2024,4,21,2024-04-21,장군면,536,421,19
2024,4,21,2024-04-21,전동면,172,137,9
2024,4,21,2024-04-21,전의면,298,221,18
2024,4,21,2024-04-21,조치원읍,4280,3419,251
2024,4,21,2024-04-21,종촌동,846,947,57
2024,4,21,2024-04-21,한솔동,1795,1647,289
2024,4,22,2024-04-22,가람동,55,67,12
2024,4,22,2024-04-22,고운동,2486,2091,234
2024,4,22,2024-04-22,금남면,960,790,129
2024,4,22,2024-04-22,나성동,1899,1655,248
2024,4,22,2024-04-22,다정동,562,528,34
2024,4,22,2024-04-22,대평동,1852,1734,1151
2024,4,22,2024-04-22,도담동,5248,4473,1482
2024,4,22,2024-04-22,반곡동,2095,2082,180
2024,4,22,2024-04-22,보람동,554,430,86
2024,4,22,2024-04-22,부강면,257,178,16
2024,4,22,2024-04-22,소정면,77,52,0
2024,4,22,2024-04-22,아름동,2524,2243,176
2024,4,22,2024-04-22,어진동,4478,4175,973
2024,4,22,2024-04-22,연기면,1925,1648,219
2024,4,22,2024-04-22,연동면,128,121,8
2024,4,22,2024-04-22,연서면,494,431,41
2024,4,22,2024-04-22,장군면,819,576,74
2024,4,22,2024-04-22,전동면,240,185,8
2024,4,22,2024-04-22,전의면,423,297,37
2024,4,22,2024-04-22,조치원읍,6140,5055,430
2024,4,22,2024-04-22,종촌동,1942,1781,132
2024,4,22,2024-04-22,한솔동,3115,3090,412
2024,4,23,2024-04-23,가람동,41,36,7
2024,4,23,2024-04-23,고운동,2591,2211,269
2024,4,23,2024-04-23,금남면,851,711,113
2024,4,23,2024-04-23,나성동,2028,1595,241
2024,4,23,2024-04-23,다정동,533,521,27
2024,4,23,2024-04-23,대평동,2082,1888,1353
2024,4,23,2024-04-23,도담동,5513,4681,1516
2024,4,23,2024-04-23,반곡동,2160,1975,158
2024,4,23,2024-04-23,보람동,555,484,81
2024,4,23,2024-04-23,부강면,266,170,7
2024,4,23,2024-04-23,소정면,89,48,4
2024,4,23,2024-04-23,아름동,2688,2377,173
2024,4,23,2024-04-23,어진동,4814,4489,1096
2024,4,23,2024-04-23,연기면,1957,1617,213
2024,4,23,2024-04-23,연동면,170,121,9
2024,4,23,2024-04-23,연서면,525,488,62
2024,4,23,2024-04-23,장군면,811,526,84
2024,4,23,2024-04-23,전동면,253,216,7
2024,4,23,2024-04-23,전의면,347,258,32
2024,4,23,2024-04-23,조치원읍,6256,4989,457
2024,4,23,2024-04-23,종촌동,1970,1858,117
2024,4,23,2024-04-23,한솔동,3219,3187,401
2024,4,24,2024-04-24,가람동,50,55,7
2024,4,24,2024-04-24,고운동,2591,2202,237
2024,4,24,2024-04-24,금남면,842,713,111
2024,4,24,2024-04-24,나성동,2033,1670,234
2024,4,24,2024-04-24,다정동,539,563,38
2024,4,24,2024-04-24,대평동,1996,1807,1340
2024,4,24,2024-04-24,도담동,5643,4863,1568
2024,4,24,2024-04-24,반곡동,2207,1984,180
2024,4,24,2024-04-24,보람동,579,448,74
2024,4,24,2024-04-24,부강면,299,226,5
2024,4,24,2024-04-24,소정면,59,31,2
2024,4,24,2024-04-24,아름동,2869,2510,218
2024,4,24,2024-04-24,어진동,4703,4540,1097
2024,4,24,2024-04-24,연기면,1964,1679,235
2024,4,24,2024-04-24,연동면,163,129,9
2024,4,24,2024-04-24,연서면,558,486,53
2024,4,24,2024-04-24,장군면,727,530,42
2024,4,24,2024-04-24,전동면,280,209,9
2024,4,24,2024-04-24,전의면,405,260,36
2024,4,24,2024-04-24,조치원읍,6615,5346,517
2024,4,24,2024-04-24,종촌동,2043,1888,142
2024,4,24,2024-04-24,한솔동,3399,3304,430
2024,4,25,2024-04-25,가람동,48,60,5
2024,4,25,2024-04-25,고운동,2585,2261,233
2024,4,25,2024-04-25,금남면,933,738,111
2024,4,25,2024-04-25,나성동,2122,1771,261
2024,4,25,2024-04-25,다정동,463,531,27
2024,4,25,2024-04-25,대평동,2098,2035,1328
2024,4,25,2024-04-25,도담동,5714,4755,1587
2024,4,25,2024-04-25,반곡동,2171,2001,184
2024,4,25,2024-04-25,보람동,600,492,87
2024,4,25,2024-04-25,부강면,279,193,15
2024,4,25,2024-04-25,소정면,84,45,2
2024,4,25,2024-04-25,아름동,2789,2414,207
2024,4,25,2024-04-25,어진동,4840,4521,1095
2024,4,25,2024-04-25,연기면,2223,1832,257
2024,4,25,2024-04-25,연동면,161,125,5
2024,4,25,2024-04-25,연서면,678,448,62
2024,4,25,2024-04-25,장군면,830,507,85
2024,4,25,2024-04-25,전동면,279,214,10
2024,4,25,2024-04-25,전의면,388,259,28
2024,4,25,2024-04-25,조치원읍,6548,5408,436
2024,4,25,2024-04-25,종촌동,2063,1883,163
2024,4,25,2024-04-25,한솔동,3402,3275,460
2024,4,26,2024-04-26,가람동,59,58,13
2024,4,26,2024-04-26,고운동,2793,2391,265
2024,4,26,2024-04-26,금남면,1019,801,138
2024,4,26,2024-04-26,나성동,2294,1908,277
2024,4,26,2024-04-26,다정동,695,690,48
2024,4,26,2024-04-26,대평동,2382,2210,1416
2024,4,26,2024-04-26,도담동,6153,5452,1776
2024,4,26,2024-04-26,반곡동,2361,2089,213
2024,4,26,2024-04-26,보람동,649,575,91
2024,4,26,2024-04-26,부강면,293,199,6
2024,4,26,2024-04-26,소정면,97,70,1
2024,4,26,2024-04-26,아름동,3169,2622,206
2024,4,26,2024-04-26,어진동,5150,4781,1236
2024,4,26,2024-04-26,연기면,2212,1852,255
2024,4,26,2024-04-26,연동면,173,118,13
2024,4,26,2024-04-26,연서면,633,507,57
2024,4,26,2024-04-26,장군면,1001,473,62
2024,4,26,2024-04-26,전동면,305,238,11
2024,4,26,2024-04-26,전의면,498,294,40
2024,4,26,2024-04-26,조치원읍,7065,5787,440
2024,4,26,2024-04-26,종촌동,2262,2147,152
2024,4,26,2024-04-26,한솔동,3642,3608,530
2024,4,27,2024-04-27,가람동,60,76,11
2024,4,27,2024-04-27,고운동,1736,1577,168
2024,4,27,2024-04-27,금남면,828,631,85
2024,4,27,2024-04-27,나성동,1506,1304,157
2024,4,27,2024-04-27,다정동,358,421,26
2024,4,27,2024-04-27,대평동,1671,1480,948
2024,4,27,2024-04-27,도담동,3883,3426,1060
2024,4,27,2024-04-27,반곡동,1261,1022,126
2024,4,27,2024-04-27,보람동,371,329,45
2024,4,27,2024-04-27,부강면,204,167,11
2024,4,27,2024-04-27,소정면,73,41,0
2024,4,27,2024-04-27,아름동,2103,1611,140
2024,4,27,2024-04-27,어진동,2299,2282,732
2024,4,27,2024-04-27,연기면,1491,1253,171
2024,4,27,2024-04-27,연동면,114,75,2
2024,4,27,2024-04-27,연서면,529,369,37
2024,4,27,2024-04-27,장군면,715,428,21
2024,4,27,2024-04-27,전동면,249,143,8
2024,4,27,2024-04-27,전의면,400,301,29
2024,4,27,2024-04-27,조치원읍,5401,4627,346
2024,4,27,2024-04-27,종촌동,1394,1276,84
2024,4,27,2024-04-27,한솔동,2433,2444,379
2024,4,28,2024-04-28,가람동,16,15,3
2024,4,28,2024-04-28,고운동,1268,1124,101
2024,4,28,2024-04-28,금남면,526,460,51
2024,4,28,2024-04-28,나성동,1098,895,115
2024,4,28,2024-04-28,다정동,345,356,30
2024,4,28,2024-04-28,대평동,1350,1162,724
2024,4,28,2024-04-28,도담동,2766,2507,876
2024,4,28,2024-04-28,반곡동,853,865,100
2024,4,28,2024-04-28,보람동,294,272,39
2024,4,28,2024-04-28,부강면,161,140,7
2024,4,28,2024-04-28,소정면,55,32,0
2024,4,28,2024-04-28,아름동,1535,1225,118
2024,4,28,2024-04-28,어진동,1973,1806,590
2024,4,28,2024-04-28,연기면,1073,1072,151
2024,4,28,2024-04-28,연동면,77,58,1
2024,4,28,2024-04-28,연서면,326,316,27
2024,4,28,2024-04-28,장군면,524,322,13
2024,4,28,2024-04-28,전동면,158,124,6
2024,4,28,2024-04-28,전의면,290,232,22
2024,4,28,2024-04-28,조치원읍,4506,3640,252
2024,4,28,2024-04-28,종촌동,979,1055,56
2024,4,28,2024-04-28,한솔동,1831,1772,326
2024,4,29,2024-04-29,가람동,59,47,10
2024,4,29,2024-04-29,고운동,2654,2095,253
2024,4,29,2024-04-29,금남면,876,746,112
2024,4,29,2024-04-29,나성동,2068,1759,269
2024,4,29,2024-04-29,다정동,586,577,40
2024,4,29,2024-04-29,대평동,2149,1877,1357
2024,4,29,2024-04-29,도담동,5673,4958,1615
2024,4,29,2024-04-29,반곡동,2135,2156,175
2024,4,29,2024-04-29,보람동,594,464,90
2024,4,29,2024-04-29,부강면,284,188,10
2024,4,29,2024-04-29,소정면,97,65,5
2024,4,29,2024-04-29,아름동,2674,2375,194
2024,4,29,2024-04-29,어진동,5023,4401,1080
2024,4,29,2024-04-29,연기면,1983,1752,237
2024,4,29,2024-04-29,연동면,143,124,8
2024,4,29,2024-04-29,연서면,580,493,58
2024,4,29,2024-04-29,장군면,834,598,56
2024,4,29,2024-04-29,전동면,278,225,7
2024,4,29,2024-04-29,전의면,421,298,48
2024,4,29,2024-04-29,조치원읍,6926,5742,552
2024,4,29,2024-04-29,종촌동,1947,1853,128
2024,4,29,2024-04-29,한솔동,3387,3337,425
2024,4,30,2024-04-30,가람동,58,56,9
2024,4,30,2024-04-30,고운동,2639,2205,216
2024,4,30,2024-04-30,금남면,928,747,112
2024,4,30,2024-04-30,나성동,2166,1891,259
2024,4,30,2024-04-30,다정동,627,635,40
2024,4,30,2024-04-30,대평동,2148,1969,1395
2024,4,30,2024-04-30,도담동,5930,5089,1635
2024,4,30,2024-04-30,반곡동,2510,2274,188
2024,4,30,2024-04-30,보람동,738,661,99
2024,4,30,2024-04-30,부강면,282,201,8
2024,4,30,2024-04-30,소정면,77,50,0
2024,4,30,2024-04-30,아름동,2874,2427,186
2024,4,30,2024-04-30,어진동,5006,4512,1150
2024,4,30,2024-04-30,연기면,2114,1774,248
2024,4,30,2024-04-30,연동면,157,139,8
2024,4,30,2024-04-30,연서면,529,442,64
2024,4,30,2024-04-30,장군면,871,598,89
2024,4,30,2024-04-30,전동면,258,209,5
2024,4,30,2024-04-30,전의면,417,264,32
2024,4,30,2024-04-30,조치원읍,6677,5462,423
2024,4,30,2024-04-30,종촌동,2063,1932,119
2024,4,30,2024-04-30,한솔동,3660,3420,487
2024,5,1,2024-05-01,가람동,57,62,11
2024,5,1,2024-05-01,고운동,2143,1688,173
2024,5,1,2024-05-01,금남면,731,605,88
2024,5,1,2024-05-01,나성동,1680,1325,188
2024,5,1,2024-05-01,다정동,396,423,31
2024,5,1,2024-05-01,대평동,1536,1465,918
2024,5,1,2024-05-01,도담동,4619,3905,1246
2024,5,1,2024-05-01,반곡동,1547,1352,136
2024,5,1,2024-05-01,보람동,523,453,71
2024,5,1,2024-05-01,부강면,209,152,8
2024,5,1,2024-05-01,소정면,72,45,0
2024,5,1,2024-05-01,아름동,2385,2027,161
2024,5,1,2024-05-01,어진동,3713,3616,831
2024,5,1,2024-05-01,연기면,1595,1418,167
2024,5,1,2024-05-01,연동면,117,95,4
2024,5,1,2024-05-01,연서면,439,365,40
2024,5,1,2024-05-01,장군면,784,496,37
2024,5,1,2024-05-01,전동면,226,178,8
2024,5,1,2024-05-01,전의면,398,310,42
2024,5,1,2024-05-01,조치원읍,5552,4498,410
2024,5,1,2024-05-01,종촌동,1569,1489,110
2024,5,1,2024-05-01,한솔동,2711,2645,340
2024,5,2,2024-05-02,가람동,40,41,6
2024,5,2,2024-05-02,고운동,2813,2302,277
2024,5,2,2024-05-02,금남면,1012,865,161
2024,5,2,2024-05-02,나성동,2136,1821,260
2024,5,2,2024-05-02,다정동,581,613,33
2024,5,2,2024-05-02,대평동,2134,1926,1373
2024,5,2,2024-05-02,도담동,5768,4880,1625
2024,5,2,2024-05-02,반곡동,2207,2135,163
2024,5,2,2024-05-02,보람동,651,496,92
2024,5,2,2024-05-02,부강면,257,191,7
2024,5,2,2024-05-02,소정면,78,43,0
2024,5,2,2024-05-02,아름동,2736,2517,178
2024,5,2,2024-05-02,어진동,4802,4569,1106
2024,5,2,2024-05-02,연기면,2058,1784,221
2024,5,2,2024-05-02,연동면,162,135,10
2024,5,2,2024-05-02,연서면,549,482,56
2024,5,2,2024-05-02,장군면,775,534,56
2024,5,2,2024-05-02,전동면,264,202,11
2024,5,2,2024-05-02,전의면,401,279,47
2024,5,2,2024-05-02,조치원읍,6722,5549,444
2024,5,2,2024-05-02,종촌동,2065,1973,145
2024,5,2,2024-05-02,한솔동,3385,3200,410
2024,5,3,2024-05-03,가람동,48,48,15
2024,5,3,2024-05-03,고운동,2751,2317,272
2024,5,3,2024-05-03,금남면,1024,799,138
2024,5,3,2024-05-03,나성동,2469,2034,293
2024,5,3,2024-05-03,다정동,668,623,48
2024,5,3,2024-05-03,대평동,2320,2156,1402
2024,5,3,2024-05-03,도담동,6282,5440,1847
2024,5,3,2024-05-03,반곡동,2494,2170,194
2024,5,3,2024-05-03,보람동,632,601,94
2024,5,3,2024-05-03,부강면,352,191,19
2024,5,3,2024-05-03,소정면,81,54,1
2024,5,3,2024-05-03,아름동,3115,2637,209
2024,5,3,2024-05-03,어진동,5162,4702,1219
2024,5,3,2024-05-03,연기면,2299,1919,244
2024,5,3,2024-05-03,연동면,148,85,7
2024,5,3,2024-05-03,연서면,565,463,62
2024,5,3,2024-05-03,장군면,911,468,74
2024,5,3,2024-05-03,전동면,308,235,17
2024,5,3,2024-05-03,전의면,449,312,46
2024,5,3,2024-05-03,조치원읍,7616,6053,491
2024,5,3,2024-05-03,종촌동,2316,2131,150
2024,5,3,2024-05-03,한솔동,3731,3679,529
2024,5,4,2024-05-04,가람동,53,66,8
2024,5,4,2024-05-04,고운동,1568,1404,127
2024,5,4,2024-05-04,금남면,755,551,64
2024,5,4,2024-05-04,나성동,1518,1158,188
2024,5,4,2024-05-04,다정동,314,378,32
2024,5,4,2024-05-04,대평동,1588,1454,867
2024,5,4,2024-05-04,도담동,3650,3099,1049
2024,5,4,2024-05-04,반곡동,1222,1010,130
2024,5,4,2024-05-04,보람동,379,374,45
2024,5,4,2024-05-04,부강면,194,124,5
2024,5,4,2024-05-04,소정면,67,44,0
2024,5,4,2024-05-04,아름동,2014,1559,156
2024,5,4,2024-05-04,어진동,2225,2274,759
2024,5,4,2024-05-04,연기면,1382,1179,140
2024,5,4,2024-05-04,연동면,133,80,2
2024,5,4,2024-05-04,연서면,493,363,40
2024,5,4,2024-05-04,장군면,592,306,23
2024,5,4,2024-05-04,전동면,266,169,15
2024,5,4,2024-05-04,전의면,386,282,44
2024,5,4,2024-05-04,조치원읍,5281,4571,435
2024,5,4,2024-05-04,종촌동,1323,1221,101
2024,5,4,2024-05-04,한솔동,2337,2334,353
2024,5,5,2024-05-05,가람동,51,50,5
2024,5,5,2024-05-05,고운동,1098,954,138
2024,5,5,2024-05-05,금남면,463,368,36
2024,5,5,2024-05-05,나성동,961,813,113
2024,5,5,2024-05-05,다정동,295,347,19
2024,5,5,2024-05-05,대평동,1091,886,546
2024,5,5,2024-05-05,도담동,2530,2153,734
2024,5,5,2024-05-05,반곡동,808,703,91
2024,5,5,2024-05-05,보람동,360,286,43
2024,5,5,2024-05-05,부강면,118,91,4
2024,5,5,2024-05-05,소정면,37,24,1
2024,5,5,2024-05-05,아름동,1328,1065,83
2024,5,5,2024-05-05,어진동,1695,1619,554
2024,5,5,2024-05-05,연기면,885,714,93
2024,5,5,2024-05-05,연동면,78,46,2
2024,5,5,2024-05-05,연서면,237,211,20
2024,5,5,2024-05-05,장군면,385,220,9
2024,5,5,2024-05-05,전동면,101,77,2
2024,5,5,2024-05-05,전의면,225,162,19
2024,5,5,2024-05-05,조치원읍,3318,2664,203
2024,5,5,2024-05-05,종촌동,989,1002,62
2024,5,5,2024-05-05,한솔동,1778,1688,258
2024,5,6,2024-05-06,가람동,45,46,9
2024,5,6,2024-05-06,고운동,1145,974,109
2024,5,6,2024-05-06,금남면,518,392,47
2024,5,6,2024-05-06,나성동,1083,865,140
2024,5,6,2024-05-06,다정동,286,311,24
2024,5,6,2024-05-06,대평동,1342,1156,658
2024,5,6,2024-05-06,도담동,2824,2522,800
2024,5,6,2024-05-06,반곡동,897,853,95
2024,5,6,2024-05-06,보람동,422,325,39
2024,5,6,2024-05-06,부강면,96,111,2
2024,5,6,2024-05-06,소정면,51,24,0
2024,5,6,2024-05-06,아름동,1508,1200,82
2024,5,6,2024-05-06,어진동,1931,1888,602
2024,5,6,2024-05-06,연기면,1031,993,107
2024,5,6,2024-05-06,연동면,82,61,2
2024,5,6,2024-05-06,연서면,308,298,31
2024,5,6,2024-05-06,장군면,474,426,18
2024,5,6,2024-05-06,전동면,145,129,3
2024,5,6,2024-05-06,전의면,221,154,15
2024,5,6,2024-05-06,조치원읍,4471,3575,234
2024,5,6,2024-05-06,종촌동,1061,1082,92
2024,5,6,2024-05-06,한솔동,1950,1862,308
2024,5,7,2024-05-07,가람동,50,51,10
2024,5,7,2024-05-07,고운동,2835,2236,255
2024,5,7,2024-05-07,금남면,1029,880,150
2024,5,7,2024-05-07,나성동,2095,1728,276
2024,5,7,2024-05-07,다정동,530,569,31
2024,5,7,2024-05-07,대평동,1952,1861,1320
2024,5,7,2024-05-07,도담동,5814,4995,1629
2024,5,7,2024-05-07,반곡동,2249,2142,174
2024,5,7,2024-05-07,보람동,626,468,86
2024,5,7,2024-05-07,부강면,226,170,4
2024,5,7,2024-05-07,소정면,74,46,0
2024,5,7,2024-05-07,아름동,2873,2509,208
2024,5,7,2024-05-07,어진동,5331,4754,1179
2024,5,7,2024-05-07,연기면,2033,1670,220
2024,5,7,2024-05-07,연동면,141,119,8
2024,5,7,2024-05-07,연서면,522,450,43
2024,5,7,2024-05-07,장군면,776,531,71
2024,5,7,2024-05-07,전동면,237,211,7
2024,5,7,2024-05-07,전의면,368,274,27
2024,5,7,2024-05-07,조치원읍,6639,5300,452
2024,5,7,2024-05-07,종촌동,2201,2083,153
2024,5,7,2024-05-07,한솔동,3688,3468,529
2024,5,8,2024-05-08,가람동,51,65,12
2024,5,8,2024-05-08,고운동,2662,2247,260
2024,5,8,2024-05-08,금남면,895,727,131
2024,5,8,2024-05-08,나성동,2088,1680,273
2024,5,8,2024-05-08,다정동,581,599,46
2024,5,8,2024-05-08,대평동,2075,1926,1415
2024,5,8,2024-05-08,도담동,5815,4880,1565
2024,5,8,2024-05-08,반곡동,2278,2151,158
2024,5,8,2024-05-08,보람동,566,500,97
2024,5,8,2024-05-08,부강면,258,191,9
2024,5,8,2024-05-08,소정면,78,39,0
2024,5,8,2024-05-08,아름동,2916,2575,218
2024,5,8,2024-05-08,어진동,4956,4822,1087
2024,5,8,2024-05-08,연기면,2082,1832,224
2024,5,8,2024-05-08,연동면,138,109,5
2024,5,8,2024-05-08,연서면,515,488,57
2024,5,8,2024-05-08,장군면,875,588,67
2024,5,8,2024-05-08,전동면,244,206,6
2024,5,8,2024-05-08,전의면,329,235,20
2024,5,8,2024-05-08,조치원읍,6412,5186,447
2024,5,8,2024-05-08,종촌동,2297,2059,196
2024,5,8,2024-05-08,한솔동,3506,3323,470
2024,5,9,2024-05-09,가람동,37,45,12
2024,5,9,2024-05-09,고운동,2680,2255,262
2024,5,9,2024-05-09,금남면,1005,783,126
2024,5,9,2024-05-09,나성동,2151,1765,254
2024,5,9,2024-05-09,다정동,567,618,29
2024,5,9,2024-05-09,대평동,2160,1949,1422
2024,5,9,2024-05-09,도담동,5805,4936,1600
2024,5,9,2024-05-09,반곡동,2204,2027,178
2024,5,9,2024-05-09,보람동,623,526,97
2024,5,9,2024-05-09,부강면,283,195,11
2024,5,9,2024-05-09,소정면,93,60,0
2024,5,9,2024-05-09,아름동,2843,2540,219
2024,5,9,2024-05-09,어진동,5020,4777,1183
2024,5,9,2024-05-09,연기면,2260,1911,281
2024,5,9,2024-05-09,연동면,141,117,5
2024,5,9,2024-05-09,연서면,588,463,60
2024,5,9,2024-05-09,장군면,857,509,64
2024,5,9,2024-05-09,전동면,256,215,6
2024,5,9,2024-05-09,전의면,403,282,44
2024,5,9,2024-05-09,조치원읍,7063,5749,529
2024,5,9,2024-05-09,종촌동,2166,1957,139
2024,5,9,2024-05-09,한솔동,3516,3383,473
2024,5,10,2024-05-10,가람동,42,60,6
2024,5,10,2024-05-10,고운동,2911,2486,271
2024,5,10,2024-05-10,금남면,985,795,135
2024,5,10,2024-05-10,나성동,2420,2040,303
2024,5,10,2024-05-10,다정동,650,608,34
2024,5,10,2024-05-10,대평동,2358,2168,1413
2024,5,10,2024-05-10,도담동,6042,5125,1772
2024,5,10,2024-05-10,반곡동,2438,2166,188
2024,5,10,2024-05-10,보람동,713,550,101
2024,5,10,2024-05-10,부강면,305,208,13
2024,5,10,2024-05-10,소정면,92,57,1
2024,5,10,2024-05-10,아름동,3048,2746,216
2024,5,10,2024-05-10,어진동,5117,4757,1203
2024,5,10,2024-05-10,연기면,2338,1877,271
2024,5,10,2024-05-10,연동면,166,110,10
2024,5,10,2024-05-10,연서면,554,499,73
2024,5,10,2024-05-10,장군면,964,501,75
2024,5,10,2024-05-10,전동면,258,204,7
2024,5,10,2024-05-10,전의면,429,298,37
2024,5,10,2024-05-10,조치원읍,7333,5889,457
2024,5,10,2024-05-10,종촌동,2376,2139,162
2024,5,10,2024-05-10,한솔동,3862,3675,531
2024,5,11,2024-05-11,가람동,65,82,12
